	_worker_id	edge	template	question_should_contain	question	intent
210	45901177	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	How can I use the @useFeature on the @appliance	use
211	38202325	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	How is the @useFeature  on the @appliance utilized	use
212	38202325	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	What is the proper way to use the @appliance  @useFeature	use
213	38202325	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	Provide instructions for using the @useFeature on the @appliance 	use
214	43844929	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	Can you please let me know how to @useFeature on this @appliance 	use
215	43844929	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	I need to know how to use the @useFeature on this @appliance can you tell me 	use
216	18090380	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	How do I use the @useFeature feature on my @appliance 	use
217	18090380	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	How do I use the @useFeature feature on my @appliance 	use
218	18090380	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	How do I use the @useFeature feature on my @appliance 	use
219	-	how to use an appliance feature	-	@usefeature @appliance	how can i use the @usefeature on the @appliance	use
220	-	how to use an appliance feature	-	@usefeature @appliance	how can i operate the @usefeature on the @appliance	use
221	-	how to use an appliance feature	-	@usefeature @appliance	what are the instructions in using the @usefeature on the @appliance	use
222	-	how to use an appliance feature	-	@usefeature @appliance	i need to use the @usefeature on the @appliance	use
223	43844929	how to use an appliance feature	How can I use the @useFeature on the @appliance?	@useFeature @appliance	Would you mind telling me how to @useFeature on this particular @appliance model 	use
224	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Find me the @appliance @LocateObject  location	locate
225	45901177	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Am I allowed to @locateObject on @appliance	locate
226	45901177	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	I want to @locateObject @appliance	locate
227	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Display the @LocateObject  location on my @appliance	locate
228	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	What is the location for the @LocateObject  on my @appliance	locate
229	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I discover  @lcoateObject on the @appliance	locate
230	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I hunt up the  @locateObject on the @appliance	locate
231	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I find the  @locateObject on the @appliance	locate
232	43844929	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Can you please tell me where I can locate @locateObject on my new @appliance 	locate
233	43844929	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Tell me where I can locate @locateObject on the @appliance please 	locate
234	43844929	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I locate this @locateObject on the @appliance 	locate
235	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I discover the  @locateObject on the @appliance	locate
236	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I seek  @locateObject on the @appliance	locate
237	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I find the @locateObject on the @appliance 	locate
238	45901177	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Please May I @locateObject on @appliance	locate
239	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Find me the location of the @locateObject  on the @appliance	locate
240	45405037	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	Where can I find the  @locateObject on the @appliance	locate
241	38202325	locate a specific part or button on the appliance	Where can I locate the @locateObject on the @appliance?	@locateObject @appliance	What is the @locateObject  location on my @appliance	locate
242	45596899	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	can @imageObject be projected on @appliance using any android or iphone product 	image
243	45596899	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	How to update @imageObject within @appliance in any presentation on any device and 	image
244	45596899	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	how @imageObject looks inside @appliance in any presentation and 	image
245	45901177	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	the @imageObject look like in the @appliance	image
246	45901177	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	How does the @imageObject look like in the @appliance	image
247	45901177	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does the @imageObject look like in the @appliance	image
248	18090380	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does the @imageObject look like on my @appliance 	image
249	18090380	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does the @imageObject look like on my @appliance 	image
250	38202325	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	Find me a picture of the @imageObject  on the @appliance	image
251	38202325	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	Display an image of the @imageObject  on the @appliance	image
252	38202325	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	Show me what the @appliance  @imageObject looks like	image
253	43844929	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does @imageObject look like on the @appliance 	image
254	43844929	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	Can you tell me how @imageObject looks on my @appliance please 	image
255	43844929	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does this @imageObject look like on my @appliance 	image
256	18090380	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	What does the @imageObject look like on my @appliance 	image
257	6367365	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	How does the @imageObject look on this @appliance 	image
258	6367365	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	Would you tell me what the @imageObject looks like on this @appliance 	image
259	6367365	show the image of a part or button in an appliance	What does the @imageObject look like in the @appliance?	@imageObject @appliance	On this @appliance, what does the @imageObject look like 	image
260	18090380	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What is the @purposeFeature function for on my @appliance 	purpose
261	6367365	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What is the @purposeFeature for on my @appliance 	purpose
262	6367365	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Could you explain the purpose of the @purposeFeature on the @appliance 	purpose
263	6367365	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Can you tell me what the @purposeFeature is for on the @appliance 	purpose
264	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What is the @purposeFeature function on the @appliance 	purpose
265	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Tell me what the @purposeFeature  do on the @appliance	purpose
266	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What does the @purposeFeature on the @appliance  do	purpose
267	45901177	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	the purpose of the @purposeFeature on the @appliance is 	purpose
268	45901177	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	the purpose of the @purposeFeature on the @appliance	purpose
269	45901177	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What is the purpose of the @purposeFeature on the @appliance	purpose
270	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What is the @purposeFeature on the @appliance  suppose to do	purpose
271	-	the purpose of an appliance feature	-	@purposefeature @appliance	what does the @purposefeature do on the @appliance	purpose
272	-	the purpose of an appliance feature	-	@purposefeature @appliance	what is @purposefeature the @appliance for	purpose
273	-	the purpose of an appliance feature	-	@purposefeature @appliance	what is the purpose of the @purposefeature on the @appliance	purpose
274	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Tell me the @purposeFeature  function on the @appliance	purpose
275	38202325	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What does the @purposeFeature found on the @appliance  do	purpose
276	43844929	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Can you tell me what the purposes of @purposeFeature are on this @appliance 	purpose
277	43844929	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	What, exactly, is the purpose of @purposeFeature on this @appliance 	purpose
278	18090380	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	How do I use the @purposeFeature function on my @appliance 	purpose
279	-	the purpose of an appliance feature	-	@purposefeature @appliance	what can i use the @purposefeature on the @appliance for	purpose
280	43844929	the purpose of an appliance feature	What is the purpose of the @purposeFeature on the @appliance?	@purposeFeature @appliance	Can you tell me what the purpose of @purposeFeature on this @appliance is, please 	purpose
